epoch,mse
0,0.229206
1,0.062206
2,0.013266
3,0.007854
4,0.006398
5,0.005374
6,0.004706
7,0.004318
8,0.004102
9,0.003974
10,0.003887
11,0.003822
12,0.003763
13,0.003702
14,0.003636
15,0.003563
16,0.003486
17,0.003410
18,0.003330
19,0.003251
20,0.003175
21,0.003103
22,0.003036
23,0.002974
24,0.002919
25,0.002868
