tick,phase,max_abs_diff,rmse_all,state_rmse_l0,state_rmse_l1,state_rmse_l2,weight_rmse_l0,weight_rmse_l1,error_rmse_l0,error_rmse_l1
164,infer,4.768371586472142e-08,8.130006069328251e-09,0.0,2.512278042624595e-13,3.769728732309794e-08,0.0,0.0,9.257772702827743e-15,2.556319622290697e-13
165,infer,4.768371586472142e-08,8.13000606929364e-09,0.0,2.4350284288638764e-13,3.769728732309794e-08,0.0,0.0,9.574714877902288e-15,2.512278042624595e-13
166,infer,4.768371586472142e-08,8.130006069290706e-09,0.0,2.5014180712889224e-13,3.769728732309794e-08,0.0,0.0,1.1554870517054612e-14,2.4350284288638764e-13
167,infer,4.768371586472142e-08,8.130006069283024e-09,0.0,2.406812310622191e-13,3.769728732309794e-08,0.0,0.0,1.2828443561165913e-14,2.5014180712889224e-13
168,infer,4.768371586472142e-08,8.130006069265619e-09,0.0,2.43997888851206e-13,3.769728732309794e-08,0.0,0.0,1.2503933243132012e-14,2.406812310622191e-13
169,infer,4.768371586472142e-08,8.130006069190756e-09,0.0,2.1176397676646328e-13,3.769728732309794e-08,0.0,0.0,1.2389509413192684e-14,2.43997888851206e-13
170,infer,4.768371586472142e-08,8.130006069126002e-09,0.0,2.1967583934094455e-13,3.769728732309794e-08,0.0,0.0,9.93217929610784e-15,2.1176397676646328e-13
171,infer,4.768371586472142e-08,8.130006069130008e-09,0.0,2.1333607387676848e-13,3.769728732309794e-08,0.0,0.0,1.1869700505127084e-14,2.1967583934094455e-13
172,infer,4.768371586472142e-08,8.130006069111145e-09,0.0,2.1198343459521857e-13,3.769728732309794e-08,0.0,0.0,1.310784987520907e-14,2.1333607387676848e-13
173,infer,4.768371586472142e-08,8.13000606907063e-09,0.0,1.9623761278559164e-13,3.769728732309794e-08,0.0,0.0,8.184183387754202e-15,2.1198343459521857e-13
174,infer,4.768371586472142e-08,8.130006069003016e-09,0.0,1.8189426496426602e-13,3.769728732309794e-08,0.0,0.0,1.0528024575472708e-14,1.9623761278559164e-13
175,infer,4.768371586472142e-08,8.130006068933794e-09,0.0,1.6261830510930208e-13,3.769728732309794e-08,0.0,0.0,7.999296611689285e-15,1.8189426496426602e-13
176,infer,4.768371586472142e-08,8.130006068872035e-09,0.0,1.492599392025077e-13,3.769728732309794e-08,0.0,0.0,8.922881507499194e-15,1.6261830510930208e-13
177,infer,4.768371586472142e-08,8.130006068821666e-09,0.0,1.328798891956861e-13,3.769728732309794e-08,0.0,0.0,7.60420032706917e-15,1.492599392025077e-13
178,infer,4.768371586472142e-08,8.130006068772614e-09,0.0,1.1714193781009814e-13,3.769728732309794e-08,0.0,0.0,5.829759287595164e-15,1.328798891956861e-13
179,infer,4.768371586472142e-08,8.130006068749736e-09,0.0,1.1682238640997784e-13,3.769728732309794e-08,0.0,0.0,6.9569588660152225e-15,1.1714193781009814e-13
180,infer,4.768371586472142e-08,8.130006068741795e-09,0.0,1.110801928560832e-13,3.769728732309794e-08,0.0,0.0,6.49400070534355e-15,1.1682238640997784e-13
181,infer,4.768371586472142e-08,8.130006068742101e-09,0.0,1.1704045220401684e-13,3.769728732309794e-08,0.0,0.0,6.7502753037651816e-15,1.110801928560832e-13
182,infer,4.768371586472142e-08,8.130006068750327e-09,0.0,1.173594873206203e-13,3.769728732309794e-08,0.0,0.0,7.065930584139099e-15,1.1704045220401684e-13
183,infer,4.768371586472142e-08,8.130006068760958e-09,0.0,1.2472995046767982e-13,3.769728732309794e-08,0.0,0.0,6.984579068096028e-15,1.173594873206203e-13
184,infer,4.768371586472142e-08,8.130006068775736e-09,0.0,1.2789377638185896e-13,3.769728732309794e-08,0.0,0.0,6.934471305436989e-15,1.2472995046767982e-13
185,infer,4.768371586472142e-08,8.13000606875624e-09,0.0,1.1025911579026877e-13,3.769728732309794e-08,0.0,0.0,6.212480312854712e-15,1.2789377638185896e-13
186,infer,4.768371586472142e-08,8.130006068730693e-09,0.0,1.0899360806714783e-13,3.769728732309794e-08,0.0,0.0,7.33538447637989e-15,1.1025911579026877e-13
187,infer,4.768371586472142e-08,8.13000606872329e-09,0.0,1.0428074726553252e-13,3.769728732309794e-08,0.0,0.0,6.198999422507165e-15,1.0899360806714783e-13
188,infer,4.768371586472142e-08,8.130006068718993e-09,0.0,1.0549564564458216e-13,3.769728732309794e-08,0.0,0.0,6.182234230239434e-15,1.0428074726553252e-13
189,infer,4.768371586472142e-08,8.1300060687084e-09,0.0,9.494860313496412e-14,3.769728732309794e-08,0.0,0.0,6.934742678730727e-15,1.0549564564458216e-13
190,infer,4.768371586472142e-08,8.130006068693405e-09,0.0,9.232092021496717e-14,3.769728732309794e-08,0.0,0.0,5.288520610614476e-15,9.494860313496412e-14
191,infer,4.768371586472142e-08,8.13000606868954e-09,0.0,9.126980239261272e-14,3.769728732309794e-08,0.0,0.0,6.39595391384191e-15,9.232092021496717e-14
192,infer,4.768371586472142e-08,8.130006068682139e-09,0.0,8.504782021991676e-14,3.769728732309794e-08,0.0,0.0,6.003573914444067e-15,9.126980239261272e-14
193,infer,4.768371586472142e-08,8.130006068676529e-09,0.0,8.572571483545372e-14,3.769728732309794e-08,0.0,0.0,6.050044662211655e-15,8.504782021991676e-14
194,infer,4.768371586472142e-08,8.130006068674461e-09,0.0,8.29395997796573e-14,3.769728732309794e-08,0.0,0.0,5.199544988050357e-15,8.572571483545372e-14
195,infer,4.768371586472142e-08,8.130006068669935e-09,0.0,8.10040131089053e-14,3.769728732309794e-08,0.0,0.0,4.659797179208714e-15,8.29395997796573e-14
196,infer,4.768371586472142e-08,8.130006068667478e-09,0.0,8.031350620219178e-14,3.769728732309794e-08,0.0,0.0,4.60197794002497e-15,8.10040131089053e-14
197,infer,4.768371586472142e-08,8.130006068666039e-09,0.0,7.940382192283367e-14,3.769728732309794e-08,0.0,0.0,5.268222561880994e-15,8.031350620219178e-14
198,infer,4.768371586472142e-08,8.130006068662113e-09,0.0,7.594851280949826e-14,3.769728732309794e-08,0.0,0.0,4.7118069926555355e-15,7.940382192283367e-14
199,infer,4.768371586472142e-08,8.130006068660397e-09,0.0,7.751635063888866e-14,3.769728732309794e-08,0.0,0.0,4.117764158856921e-15,7.594851280949826e-14
200,learn,4.768371586472142e-08,8.130006068665236e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,0.0,0.0,4.11398397362501e-15,7.751635063888866e-14
201,learn,4.768371586472142e-08,8.130006068668704e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.575681189765694e-17,0.0,4.11398397362501e-15,8.132763616259188e-14
202,learn,4.768371586472142e-08,8.130006068663774e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.1053106595184079e-16,0.0,4.4874136976038715e-15,7.581607591915986e-14
203,learn,4.768371586472142e-08,8.13000606866386e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.644887753776249e-16,0.0,4.614217758684605e-15,7.588283119372442e-14
204,learn,4.768371586472142e-08,8.130006068660894e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.179104318995695e-16,0.0,4.685763120566008e-15,7.235083539143678e-14
205,learn,4.768371586472142e-08,8.13000606866609e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.712157540947495e-16,0.0,4.431691195040211e-15,7.834821967046999e-14
206,learn,4.768371586472142e-08,8.130006068667253e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.236603840312117e-16,0.0,4.291115711577934e-15,7.957358336998524e-14
207,learn,4.768371586472142e-08,8.130006068670424e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.7596204499117736e-16,0.0,4.756453014438978e-15,8.290432234054164e-14
208,learn,4.768371586472142e-08,8.130006068667122e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.2694319553280825e-16,0.0,4.2246624449818845e-15,7.931712503151801e-14
209,learn,4.768371586472142e-08,8.130006068663736e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.770610462373667e-16,0.0,4.255068069827232e-15,7.544387629821934e-14
210,learn,4.768371586472142e-08,8.130006068663951e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.270438984917202e-16,0.0,4.706230837037224e-15,7.558328254126793e-14
211,learn,4.768371586472142e-08,8.130006068660052e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.762960086350661e-16,0.0,4.459079769165218e-15,7.083013077407849e-14
212,learn,4.768371586472142e-08,8.130006068667266e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,6.254123224409418e-16,0.0,4.232929720875959e-15,7.921511591873565e-14
213,learn,4.768371586472142e-08,8.130006068663953e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,6.742479116658703e-16,0.0,4.418753730377526e-15,7.52344280462527e-14
214,learn,4.768371586472142e-08,8.13000606865938e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,7.220001980362798e-16,0.0,4.486673084568848e-15,6.962626402607493e-14
215,learn,4.768371586472142e-08,8.1300060686653e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,7.696135126417234e-16,0.0,4.196673100039191e-15,7.655324051822142e-14
216,learn,4.768371586472142e-08,8.130006068658038e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,8.168400369909927e-16,0.0,4.377748848977202e-15,6.776526326597984e-14
217,learn,4.768371586472142e-08,8.130006068662106e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,8.63430184107681e-16,0.0,4.205448851277431e-15,7.272520236374962e-14
218,learn,4.768371586472142e-08,8.130006068657123e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,9.100231327557219e-16,0.0,3.882701846719253e-15,6.614653854138728e-14
219,learn,4.768371586472142e-08,8.130006068660318e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,9.564744144144805e-16,0.0,3.698595105620537e-15,7.022117478443357e-14
220,learn,4.768371586472142e-08,8.130006068657233e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.0016274422738603e-15,0.0,3.933641913589188e-15,6.615376370633856e-14
221,learn,4.768371586472142e-08,8.130006068662528e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.0466476051262972e-15,0.0,3.8695257264154984e-15,7.253137702621134e-14
222,learn,4.768371586472142e-08,8.13000606865695e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.0912791828214673e-15,0.0,3.982054656842928e-15,6.532018725870513e-14
223,learn,4.768371586472142e-08,8.130006068655252e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.135416823330195e-15,0.0,4.530844882482597e-15,6.274031222205867e-14
224,learn,4.768371586472142e-08,8.130006068655285e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.1789881698913577e-15,0.0,4.157855798812277e-15,6.227504517650427e-14
225,learn,4.768371586472142e-08,8.130006068654754e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.2224259823270012e-15,0.0,3.845759162389276e-15,6.090377103951406e-14
226,learn,4.768371586472142e-08,8.130006068654958e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.2651634761465943e-15,0.0,3.91644697511623e-15,6.093433018830692e-14
227,learn,4.768371586472142e-08,8.130006068656991e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.307758889772771e-15,0.0,4.264307943974191e-15,6.328605244533496e-14
228,learn,4.768371586472142e-08,8.130006068657396e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.34981348073592e-15,0.0,3.870296023513828e-15,6.314910253771719e-14
229,learn,4.768371586472142e-08,8.13000606865339e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.3917341862793248e-15,0.0,3.953029154930219e-15,5.711006638796945e-14
230,learn,4.768371586472142e-08,8.130006068655307e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.4333048837676783e-15,0.0,3.913458483065897e-15,5.896930547261778e-14
231,learn,4.768371586472142e-08,8.130006068653783e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.4747333094855006e-15,0.0,3.63436333188335e-15,5.692555794483207e-14
232,learn,4.768371586472142e-08,8.13000606865271e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.515264241131469e-15,0.0,3.973491672659378e-15,5.544976070514629e-14
233,learn,4.768371586472142e-08,8.13000606865374e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.5557974626667636e-15,0.0,3.4570503201069593e-15,5.674345110289861e-14
234,learn,4.768371586472142e-08,8.130006068651795e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.5958068454151217e-15,0.0,3.7417170337964705e-15,5.3051190745175005e-14
235,learn,4.768371586472142e-08,8.130006068651277e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.6356747578045543e-15,0.0,3.667475817912376e-15,5.2881714183873334e-14
236,learn,4.768371586472142e-08,8.130006068650549e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.6753937866955409e-15,0.0,3.5492447710247106e-15,5.1608182908948954e-14
237,learn,4.768371586472142e-08,8.130006068651925e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.714764357756155e-15,0.0,3.333713300261171e-15,5.3057981425155494e-14
238,learn,4.768371586472142e-08,8.130006068650461e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.754002316849802e-15,0.0,3.599106641746035e-15,5.090731789638935e-14
239,learn,4.768371586472142e-08,8.130006068653035e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.792865666208514e-15,0.0,3.2189523211497844e-15,5.435787590406456e-14
240,learn,4.768371586472142e-08,8.13000606864978e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.830350848287963e-15,0.0,3.4192235341308683e-15,4.992634214714174e-14
241,learn,4.768371586472142e-08,8.130006068654498e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.867840024569464e-15,0.0,3.520379019112187e-15,5.662419667501972e-14
242,learn,4.768371586472142e-08,8.130006068651864e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.9042165292951897e-15,0.0,3.2655977399651825e-15,5.2261533942055325e-14
243,learn,4.768371586472142e-08,8.130006068652766e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.9404628743423226e-15,0.0,3.0690529366964062e-15,5.3286893434964786e-14
244,learn,4.768371586472142e-08,8.130006068650721e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,1.9767136584160875e-15,0.0,2.8002535292603288e-15,4.870788216726126e-14
245,learn,4.768371586472142e-08,8.130006068650115e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.011928642889963e-15,0.0,2.8858086680740834e-15,4.8048093129451125e-14
246,learn,4.768371586472142e-08,8.130006068650556e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.047147656643628e-15,0.0,2.7914019846265797e-15,4.870833052376852e-14
247,learn,4.768371586472142e-08,8.130006068651058e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.081625645919263e-15,0.0,2.9093266350424897e-15,4.880883439323137e-14
248,learn,4.768371586472142e-08,8.13000606864961e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.1157177087391656e-15,0.0,3.2884483313348756e-15,4.4840811879562997e-14
249,learn,4.768371586472142e-08,8.130006068650494e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.1491137617611162e-15,0.0,3.0019861469745536e-15,4.554700497379877e-14
250,learn,4.768371586472142e-08,8.130006068651303e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.182369062572969e-15,0.0,2.9398696272037353e-15,4.734663248264486e-14
251,learn,4.768371586472142e-08,8.13000606865181e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.2156269621144768e-15,0.0,2.7744459463334505e-15,4.748046947745275e-14
252,learn,4.768371586472142e-08,8.130006068648964e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.2488873450909086e-15,0.0,3.0077759568976744e-15,4.270458100448986e-14
253,learn,4.768371586472142e-08,8.130006068651432e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.2817995455521697e-15,0.0,2.8218774497015058e-15,4.618444952116529e-14
254,learn,4.768371586472142e-08,8.130006068649244e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.3136689154929787e-15,0.0,2.889105749048793e-15,4.3942287972246155e-14
255,learn,4.768371586472142e-08,8.130006068651424e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.3450074355388286e-15,0.0,2.7027300102485863e-15,4.7042499301181425e-14
256,learn,4.768371586472142e-08,8.130006068650478e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.376348243887633e-15,0.0,2.802343938292117e-15,4.5731892652789686e-14
257,learn,4.768371586472142e-08,8.130006068648863e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.40699206395787e-15,0.0,2.8842286746627353e-15,4.457321547333302e-14
258,learn,4.768371586472142e-08,8.130006068651345e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.4376376730713873e-15,0.0,2.966525851525556e-15,4.818126899866996e-14
259,learn,4.768371586472142e-08,8.130006068650994e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.4682850045912445e-15,0.0,2.9982718976915636e-15,4.747414164858807e-14
260,learn,4.768371586472142e-08,8.130006068651295e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.498504101912467e-15,0.0,2.773512075776266e-15,4.710808950336282e-14
261,learn,4.768371586472142e-08,8.130006068652159e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.5287247335371093e-15,0.0,2.5509049878490674e-15,4.567599369086698e-14
262,learn,4.768371586472142e-08,8.130006068651288e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.5585957915525557e-15,0.0,2.451916116034041e-15,4.2188565464050805e-14
263,learn,4.768371586472142e-08,8.130006068650529e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.587331632125948e-15,0.0,2.5153122331001183e-15,3.980355964032337e-14
264,learn,4.768371586472142e-08,8.130006068652372e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.6160686398517594e-15,0.0,2.5679674544265564e-15,3.974428371392436e-14
265,learn,4.768371586472142e-08,8.130006068651244e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.644655681790522e-15,0.0,2.5965480498817426e-15,3.7316361839317134e-14
266,learn,4.768371586472142e-08,8.130006068651628e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.672964679451184e-15,0.0,2.6769241060100644e-15,3.7883798479326763e-14
267,learn,4.768371586472142e-08,8.130006068651482e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.7012746307708352e-15,0.0,2.783062020519679e-15,3.851979715304373e-14
268,learn,4.768371586472142e-08,8.130006068652537e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.7295855060767954e-15,0.0,2.8656934537468893e-15,3.85708705097713e-14
269,learn,4.768371586472142e-08,8.130006068650514e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.7578972769138403e-15,0.0,2.8611083830019648e-15,3.6496695176297504e-14
270,learn,4.768371586472142e-08,8.130006068650068e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.7862099159824446e-15,0.0,2.9833745940050493e-15,3.7150968619531073e-14
271,learn,4.768371586472142e-08,8.130006068648986e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.81437241422888e-15,0.0,3.090155839788106e-15,3.7738063382936674e-14
272,learn,4.768371586472142e-08,8.130006068652511e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.8420411622772574e-15,0.0,3.1087970948598578e-15,4.024978447495356e-14
273,learn,4.768371586472142e-08,8.13000606865222e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.868809142993063e-15,0.0,3.04378768815508e-15,3.637372795493703e-14
274,learn,4.768371586472142e-08,8.130006068650814e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.8955784856244898e-15,0.0,2.865154654703489e-15,3.448075454172409e-14
275,learn,4.768371586472142e-08,8.130006068651669e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.922349152745225e-15,0.0,2.6967513993898418e-15,3.543557640157097e-14
276,learn,4.768371586472142e-08,8.13000606865318e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.949121108286085e-15,0.0,2.6366440637387004e-15,3.546490474968709e-14
277,learn,4.768371586472142e-08,8.130006068652355e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,2.975044312977108e-15,0.0,2.3987859218812727e-15,3.350007121225117e-14
278,learn,4.768371586472142e-08,8.130006068652264e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.0005725882684165e-15,0.0,2.2407217578709215e-15,3.526876539982643e-14
279,learn,4.768371586472142e-08,8.13000606865273e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.025958884089011e-15,0.0,2.430319982698972e-15,3.665935639056835e-14
280,learn,4.768371586472142e-08,8.130006068652428e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.051211757739085e-15,0.0,2.256086832966687e-15,3.690830300210904e-14
281,learn,4.768371586472142e-08,8.130006068653027e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.076466182053369e-15,0.0,2.200140480700064e-15,3.702808609632397e-14
282,learn,4.768371586472142e-08,8.130006068652442e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.101332562662138e-15,0.0,2.1966427899013234e-15,3.7248347352509393e-14
283,learn,4.768371586472142e-08,8.130006068652701e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.1246906948279295e-15,0.0,2.266809432965622e-15,3.8228174521673305e-14
284,learn,4.768371586472142e-08,8.130006068654557e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.1478994466960074e-15,0.0,2.363730298114757e-15,3.808514413469613e-14
285,learn,4.768371586472142e-08,8.130006068653252e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.1711095468288084e-15,0.0,2.1469901221655555e-15,3.536276321930132e-14
286,learn,4.768371586472142e-08,8.130006068653874e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.1941773365870898e-15,0.0,2.270398540609277e-15,3.709674618605921e-14
287,learn,4.768371586472142e-08,8.130006068654648e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.2172463783124315e-15,0.0,2.4553053686880566e-15,3.6432094348525214e-14
288,learn,4.768371586472142e-08,8.1300060686546e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.24018155603709e-15,0.0,2.4027343976471236e-15,3.644903159651601e-14
289,learn,4.768371586472142e-08,8.130006068653327e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.2631179164129343e-15,0.0,2.4481550600114377e-15,3.5280287315995263e-14
290,learn,4.768371586472142e-08,8.13000606865281e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.286055434675579e-15,0.0,2.4016609084641907e-15,3.617543747970043e-14
291,learn,4.768371586472142e-08,8.130006068652018e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.3088432332581326e-15,0.0,2.278145262923811e-15,3.5798391375554017e-14
292,learn,4.768371586472142e-08,8.13000606865426e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.3305167926932915e-15,0.0,2.14406408547002e-15,3.849244767011886e-14
293,learn,4.768371586472142e-08,8.130006068655595e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.3521919090898444e-15,0.0,2.251144923132449e-15,3.733300635631288e-14
294,learn,4.768371586472142e-08,8.130006068655926e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.373334948341201e-15,0.0,2.1090938232203442e-15,3.462309275845713e-14
295,learn,4.768371586472142e-08,8.130006068655811e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.394479346415079e-15,0.0,2.3283379206706835e-15,3.412358706040853e-14
296,learn,4.768371586472142e-08,8.130006068655672e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.415138825457166e-15,0.0,2.4094276443029225e-15,3.2912718469765664e-14
297,learn,4.768371586472142e-08,8.130006068654523e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.4357994723330076e-15,0.0,2.59629680270031e-15,2.9737668136484755e-14
298,learn,4.768371586472142e-08,8.130006068654572e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.45646126610078e-15,0.0,2.2418634365662556e-15,2.7512600381717075e-14
299,learn,4.768371586472142e-08,8.13000606865394e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.4769731986539643e-15,0.0,2.1682363389865198e-15,2.5001267505925143e-14
300,learn,4.768371586472142e-08,8.13000606865326e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.497486222801593e-15,0.0,2.440425323996049e-15,2.482583422281974e-14
301,learn,4.768371586472142e-08,8.13000606865434e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.5180003194488106e-15,0.0,2.284001121874363e-15,2.5266050379644565e-14
302,learn,4.768371586472142e-08,8.130006068654438e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.5376714930573206e-15,0.0,2.1438586171713207e-15,2.4815225268330848e-14
303,learn,4.768371586472142e-08,8.130006068655438e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.557343720234283e-15,0.0,2.296214908985973e-15,2.650835074400696e-14
304,learn,4.768371586472142e-08,8.13000606865574e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.577016983597025e-15,0.0,2.4209271089977252e-15,2.7378283446594523e-14
305,learn,4.768371586472142e-08,8.130006068658108e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.596556105554769e-15,0.0,2.390014753078901e-15,2.6575219978427082e-14
306,learn,4.768371586472142e-08,8.130006068656544e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.615706061808786e-15,0.0,2.2690791520251258e-15,2.3251767949258462e-14
307,learn,4.768371586472142e-08,8.130006068657764e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.634706037860547e-15,0.0,2.583176551767731e-15,2.4251863603551944e-14
308,learn,4.768371586472142e-08,8.130006068657797e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.6529607298892116e-15,0.0,2.576087689437187e-15,2.5193253997615957e-14
309,learn,4.768371586472142e-08,8.130006068659109e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.671216321460443e-15,0.0,2.844773401722861e-15,2.6812555323227585e-14
310,learn,4.768371586472142e-08,8.130006068660468e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.689121379460029e-15,0.0,3.1074428549668625e-15,2.9141459400837964e-14
311,learn,4.768371586472142e-08,8.130006068660105e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.706883432965542e-15,0.0,3.3504787153924526e-15,2.881254874361191e-14
312,learn,4.768371586472142e-08,8.130006068660184e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.724646221919747e-15,0.0,3.2784495654523955e-15,2.8842603103128315e-14
313,learn,4.768371586472142e-08,8.130006068661445e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.742409735850552e-15,0.0,2.91831405622736e-15,2.981790801353075e-14
314,learn,4.768371586472142e-08,8.130006068658796e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.7601739644833275e-15,0.0,2.770311979106242e-15,3.051567236085434e-14
315,learn,4.768371586472142e-08,8.130006068657297e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.777803650086452e-15,0.0,2.492815584348026e-15,2.9876507122853145e-14
316,learn,4.768371586472142e-08,8.130006068657489e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.795282959597752e-15,0.0,2.5247596354642877e-15,3.1012238576550876e-14
317,learn,4.768371586472142e-08,8.130006068660108e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.812762970092774e-15,0.0,2.871379185208207e-15,3.2177937270854686e-14
318,learn,4.768371586472142e-08,8.13000606866188e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.8302436719743215e-15,0.0,2.850306554873929e-15,3.087419794772427e-14
