tick,phase,max_abs_diff,rmse_all,state_rmse_l0,state_rmse_l1,state_rmse_l2,weight_rmse_l0,weight_rmse_l1,error_rmse_l0,error_rmse_l1
319,learn,4.768371586472142e-08,8.130006068665006e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.847725055819224e-15,0.0,3.162516403251909e-15,3.162581859072241e-14
320,learn,4.768371586472142e-08,8.130006068664275e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.864816908262554e-15,0.0,3.0561953767749125e-15,3.136855364923398e-14
321,learn,4.768371586472142e-08,8.130006068663863e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.881765834771164e-15,0.0,3.214059203597613e-15,2.9957403779344624e-14
322,learn,4.768371586472142e-08,8.130006068666702e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.898715563599129e-15,0.0,2.9134836189398793e-15,3.183768425988485e-14
323,learn,4.768371586472142e-08,8.130006068666838e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.915288466897029e-15,0.0,3.0937294445488102e-15,2.963713495158369e-14
324,learn,4.768371586472142e-08,8.130006068668128e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.931862310191985e-15,0.0,3.2944142507233723e-15,3.0920527406277864e-14
325,learn,4.768371586472142e-08,8.130006068666092e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.948437081646884e-15,0.0,2.9076552064076916e-15,3.2614750298887327e-14
326,learn,4.768371586472142e-08,8.130006068663928e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.964726823083989e-15,0.0,3.1173098799385077e-15,3.161979296276978e-14
327,learn,4.768371586472142e-08,8.13000606865982e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.980666429944311e-15,0.0,2.829161040833459e-15,2.934814648384076e-14
328,learn,4.768371586472142e-08,8.130006068660321e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,3.9966070937575975e-15,0.0,2.5209088865380803e-15,3.0497327497153444e-14
329,learn,4.768371586472142e-08,8.130006068659431e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.012151301530783e-15,0.0,2.893946756174433e-15,3.008735643165947e-14
330,learn,4.768371586472142e-08,8.130006068658199e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.027696660293139e-15,0.0,3.1802808591043056e-15,2.865261614842431e-14
331,learn,4.768371586472142e-08,8.130006068661775e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.043243156768783e-15,0.0,3.1327824777960303e-15,2.6562884496174947e-14
332,learn,4.768371586472142e-08,8.130006068658553e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.058647279833891e-15,0.0,2.9717628726214024e-15,2.378592280455023e-14
333,learn,4.768371586472142e-08,8.130006068660374e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.0740525585288986e-15,0.0,2.5661484204975456e-15,2.4219278765705655e-14
334,learn,4.768371586472142e-08,8.130006068655995e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.089043443586169e-15,0.0,2.7773820305651066e-15,2.0306412791834996e-14
335,learn,4.768371586472142e-08,8.130006068658324e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.103336027533033e-15,0.0,2.452813174186544e-15,2.2366221051557427e-14
336,learn,4.768371586472142e-08,8.130006068657204e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.1176299759338116e-15,0.0,2.3822713089905492e-15,1.8476773731156444e-14
337,learn,4.768371586472142e-08,8.130006068657737e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.131384995242085e-15,0.0,2.336731911709397e-15,2.1629956552761485e-14
338,learn,4.768371586472142e-08,8.130006068657171e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.145006374300689e-15,0.0,1.8289290399426357e-15,2.180450500958431e-14
339,learn,4.768371586472142e-08,8.130006068656119e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.1586290267652306e-15,0.0,1.7348967682778337e-15,2.1658828772326427e-14
340,learn,4.768371586472142e-08,8.130006068657527e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.172252940162472e-15,0.0,1.7673104878732314e-15,2.187750701553664e-14
341,learn,4.768371586472142e-08,8.130006068656543e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.185878102180419e-15,0.0,1.3749404159423537e-15,1.9650327166828776e-14
342,learn,4.768371586472142e-08,8.130006068658713e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.198758717339979e-15,0.0,1.1417606130623327e-15,2.2901048030247887e-14
343,learn,4.768371586472142e-08,8.130006068657724e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.211640487767441e-15,0.0,6.910128554601896e-16,2.2955109851955406e-14
344,learn,4.768371586472142e-08,8.13000606866051e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.224523402894585e-15,0.0,6.908677325748642e-16,2.524646600251708e-14
345,learn,4.768371586472142e-08,8.130006068660536e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.237263907411351e-15,0.0,4.478288856623526e-16,2.3497971385809797e-14
346,learn,4.768371586472142e-08,8.130006068662273e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.250005516346127e-15,0.0,6.180639124699908e-16,2.209143987693159e-14
347,learn,4.768371586472142e-08,8.13000606866024e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.262396997718353e-15,0.0,6.229684634445363e-16,2.034050530510475e-14
348,learn,4.768371586472142e-08,8.130006068661206e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.274789517183956e-15,0.0,1.0167337344095474e-15,2.5450904958940745e-14
349,learn,4.768371586472142e-08,8.130006068665182e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.287032237726905e-15,0.0,1.3696965119398216e-15,2.789313118760383e-14
350,learn,4.768371586472142e-08,8.130006068662626e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.299275967894051e-15,0.0,1.2049879868864053e-15,2.6253476283807845e-14
351,learn,4.768371586472142e-08,8.130006068663021e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.31152069908409e-15,0.0,1.1115867779921328e-15,2.5071151161324777e-14
352,learn,4.768371586472142e-08,8.13000606866105e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.323766422792453e-15,0.0,8.023915272328109e-16,2.452831023216971e-14
353,learn,4.768371586472142e-08,8.130006068661392e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.3358781133416946e-15,0.0,7.164556586340903e-16,2.444282840158641e-14
354,learn,4.768371586472142e-08,8.130006068661752e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.347990786361667e-15,0.0,1.1276087013406175e-15,2.653205425278937e-14
355,learn,4.768371586472142e-08,8.130006068662603e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.360104433664253e-15,0.0,1.3010860522288274e-15,2.8078450772280255e-14
356,learn,4.768371586472142e-08,8.130006068662905e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.372219047151427e-15,0.0,1.1967981722445796e-15,2.8203336185665502e-14
357,learn,4.768371586472142e-08,8.130006068661509e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.383944859047424e-15,0.0,1.2593630968413493e-15,2.684466945416512e-14
358,learn,4.768371586472142e-08,8.130006068661297e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.3956716815649505e-15,0.0,1.3595043392073174e-15,2.591092224261596e-14
359,learn,4.768371586472142e-08,8.130006068664573e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.407255979146003e-15,0.0,1.3796225075782557e-15,2.8790752729469e-14
360,learn,4.768371586472142e-08,8.130006068665814e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.418841290802161e-15,0.0,1.1935864754661274e-15,2.6285478989958376e-14
361,learn,4.768371586472142e-08,8.130006068662993e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.430427608578181e-15,0.0,1.4238069896677909e-15,2.7571970852417234e-14
362,learn,4.768371586472142e-08,8.130006068661895e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.442014924601134e-15,0.0,1.4229191304413724e-15,2.8479734901209673e-14
363,learn,4.768371586472142e-08,8.130006068662474e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.452819358994031e-15,0.0,1.0846154939247239e-15,2.573215768480333e-14
364,learn,4.768371586472142e-08,8.130006068661456e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.463474404537176e-15,0.0,1.1598967039683644e-15,2.6115941184934096e-14
365,learn,4.768371586472142e-08,8.130006068660187e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.474130754811599e-15,0.0,1.296701559037238e-15,2.4989776828510915e-14
366,learn,4.768371586472142e-08,8.130006068663043e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.484788400516745e-15,0.0,1.681532622091199e-15,2.5156023270858576e-14
367,learn,4.768371586472142e-08,8.13000606866482e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.495447332439132e-15,0.0,2.0156748048432342e-15,2.425146497959617e-14
368,learn,4.768371586472142e-08,8.130006068669609e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.506107541451345e-15,0.0,1.601080912939636e-15,2.711722596938631e-14
369,learn,4.768371586472142e-08,8.130006068670403e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.5166341300586315e-15,0.0,1.6656407278420282e-15,2.5738767046407855e-14
370,learn,4.768371586472142e-08,8.130006068668155e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.5271619998157225e-15,0.0,1.3969004081188661e-15,2.9155630779341844e-14
371,learn,4.768371586472142e-08,8.130006068672295e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.537691141805455e-15,0.0,1.5448562878180347e-15,3.3286107168034324e-14
372,learn,4.768371586472142e-08,8.130006068668782e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.547870535932963e-15,0.0,1.3829442521415428e-15,3.5134684559693095e-14
373,learn,4.768371586472142e-08,8.130006068668363e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.558051239250682e-15,0.0,8.982728219489554e-16,4.0224400217724204e-14
374,learn,4.768371586472142e-08,8.130006068670279e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.568233243005682e-15,0.0,9.042438253421899e-16,4.1380634755065904e-14
375,learn,4.768371586472142e-08,8.130006068671743e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.578273168796154e-15,0.0,9.614592393328779e-16,4.3234661559643254e-14
376,learn,4.768371586472142e-08,8.130006068674282e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.588314408537032e-15,0.0,1.0943485109474622e-15,4.772080608455919e-14
377,learn,4.768371586472142e-08,8.13000606868033e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.598356953620662e-15,0.0,1.0758529050733035e-15,5.264795725841368e-14
378,learn,4.768371586472142e-08,8.13000606867662e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.608400795513307e-15,0.0,1.2026907279454718e-15,5.0729933677543646e-14
379,learn,4.768371586472142e-08,8.13000606867546e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.618445925754361e-15,0.0,8.910357508224044e-16,5.4828973233903046e-14
380,learn,4.768371586472142e-08,8.130006068679556e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.6283418483110806e-15,0.0,1.119050942840295e-15,5.6489175885487605e-14
381,learn,4.768371586472142e-08,8.130006068676344e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.638239094894158e-15,0.0,1.384918535855761e-15,5.1792266125575614e-14
382,learn,4.768371586472142e-08,8.13000606867804e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.6477486533546145e-15,0.0,1.1718016074882082e-15,5.123815299111529e-14
383,learn,4.768371586472142e-08,8.130006068675263e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.657259632631822e-15,0.0,1.306023457198084e-15,4.728662029803918e-14
384,learn,4.768371586472142e-08,8.13000606867393e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.6667720240388175e-15,0.0,1.9058018272444272e-15,4.3603211371733606e-14
385,learn,4.768371586472142e-08,8.130006068676865e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.676285818958036e-15,0.0,1.6032645018005461e-15,4.568701364789156e-14
386,learn,4.768371586472142e-08,8.130006068677047e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.685101804687594e-15,0.0,1.9206286118160044e-15,4.5058497152986426e-14
387,learn,4.768371586472142e-08,8.130006068674737e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.6939193435218684e-15,0.0,2.1577862886681927e-15,4.513690458810293e-14
388,learn,4.768371586472142e-08,8.130006068673278e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.702738426724741e-15,0.0,2.428772138511268e-15,4.7487517179319904e-14
389,learn,4.768371586472142e-08,8.130006068677626e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.711424464612474e-15,0.0,2.3632058195637295e-15,4.9387330713333626e-14
390,learn,4.768371586472142e-08,8.130006068674985e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.720112050673053e-15,0.0,2.028193945649125e-15,4.7998072344693654e-14
391,learn,4.768371586472142e-08,8.13000606867293e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.728801176373733e-15,0.0,2.231797766973971e-15,4.931038350887011e-14
392,learn,4.768371586472142e-08,8.13000606867372e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.736746894152934e-15,0.0,2.7047788402532113e-15,5.2510541305511445e-14
393,learn,4.768371586472142e-08,8.13000606867364e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.744694210203816e-15,0.0,2.6604448791699647e-15,5.459185295340385e-14
394,learn,4.768371586472142e-08,8.130006068674181e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.752643116508545e-15,0.0,2.4817546660143916e-15,5.375611733477878e-14
395,learn,4.768371586472142e-08,8.13000606867325e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.760450506827942e-15,0.0,2.2155403104443922e-15,5.330550522150205e-14
396,learn,4.768371586472142e-08,8.130006068670282e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.768259471191008e-15,0.0,2.2856073178887398e-15,4.963458089392226e-14
397,learn,4.768371586472142e-08,8.130006068666932e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.7760700018769694e-15,0.0,2.2158530980010664e-15,5.026712288812046e-14
398,learn,4.768371586472142e-08,8.130006068667288e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.783882091213932e-15,0.0,2.685704651889676e-15,5.449787535356898e-14
399,learn,4.768371586472142e-08,8.130006068667576e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.791695731578505e-15,0.0,2.6329698540017895e-15,5.639193516112261e-14
400,learn,4.768371586472142e-08,8.13000606866967e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.799360617305867e-15,0.0,3.0952221260671e-15,6.033843318992592e-14
401,learn,4.768371586472142e-08,8.13000606867253e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.807027053548701e-15,0.0,3.117911598291116e-15,5.936465910469451e-14
402,learn,4.768371586472142e-08,8.130006068670959e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.813559868475819e-15,0.0,2.7400919109517177e-15,5.4445180926479464e-14
403,learn,4.768371586472142e-08,8.130006068667246e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.8200942345667945e-15,0.0,3.2578988068576497e-15,5.06827374439117e-14
404,learn,4.768371586472142e-08,8.130006068669685e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.826630145521659e-15,0.0,2.769900638034089e-15,5.2098464085329625e-14
405,learn,4.768371586472142e-08,8.130006068662751e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.832816939009759e-15,0.0,2.9974274509824288e-15,4.5529434815702867e-14
406,learn,4.768371586472142e-08,8.130006068666371e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.8390051506758114e-15,0.0,2.6040837180367082e-15,5.037684484299945e-14
407,learn,4.768371586472142e-08,8.130006068664862e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.845194775085987e-15,0.0,2.6696799834433526e-15,5.0791750509504e-14
408,learn,4.768371586472142e-08,8.130006068666618e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.851385806832951e-15,0.0,2.7742914738158706e-15,5.252637159467742e-14
409,learn,4.768371586472142e-08,8.130006068668519e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.85757824053571e-15,0.0,2.522144209229857e-15,5.6744159478825117e-14
410,learn,4.768371586472142e-08,8.130006068665774e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.863772070839458e-15,0.0,1.9661772152202725e-15,5.6060970584772326e-14
411,learn,4.768371586472142e-08,8.130006068667837e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.869967292415426e-15,0.0,1.7575007167700192e-15,5.719888653553734e-14
412,learn,4.768371586472142e-08,8.13000606867165e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.876163899960733e-15,0.0,2.183393444464885e-15,6.163271536339584e-14
413,learn,4.768371586472142e-08,8.13000606867046e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.882361888198235e-15,0.0,2.565961137124943e-15,6.27598513177096e-14
414,learn,4.768371586472142e-08,8.130006068667971e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.888426465214915e-15,0.0,2.2211561118454015e-15,5.776697706246903e-14
415,learn,4.768371586472142e-08,8.130006068663438e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.894102883268405e-15,0.0,2.586941436182932e-15,5.550761935320006e-14
416,learn,4.768371586472142e-08,8.13000606866493e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.899780555748376e-15,0.0,2.8383630675344697e-15,5.566454130694989e-14
417,learn,4.768371586472142e-08,8.130006068667629e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.905459478299136e-15,0.0,2.2928021704944175e-15,5.620794028453896e-14
418,learn,4.768371586472142e-08,8.130006068666265e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.911139646584184e-15,0.0,2.3881598341533217e-15,5.1683017980047606e-14
419,learn,4.768371586472142e-08,8.13000606866865e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.9168210562861074e-15,0.0,2.28939711935027e-15,5.458806260522189e-14
420,learn,4.768371586472142e-08,8.130006068664343e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.922360268127812e-15,0.0,2.2688569648215823e-15,4.812036087753235e-14
421,learn,4.768371586472142e-08,8.130006068661688e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.927900683294014e-15,0.0,2.6026706407357623e-15,4.355038444966946e-14
422,learn,4.768371586472142e-08,8.130006068662386e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.9334422977305966e-15,0.0,2.452853676755203e-15,4.2469871189212206e-14
423,learn,4.768371586472142e-08,8.13000606865626e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.9389851074007604e-15,0.0,1.9592737524413822e-15,3.606969412192089e-14
424,learn,4.768371586472142e-08,8.130006068658042e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.944529108284942e-15,0.0,1.5997277099723763e-15,4.2707512675172633e-14
425,learn,4.768371586472142e-08,8.13000606866191e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.949923554435395e-15,0.0,1.5234895704929267e-15,4.1265132461133056e-14
426,learn,4.768371586472142e-08,8.130006068656417e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.955319162423668e-15,0.0,1.6716017517224688e-15,3.306091436548309e-14
427,learn,4.768371586472142e-08,8.13000606865466e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.960715928458685e-15,0.0,1.4087358420866858e-15,3.299794052777697e-14
428,learn,4.768371586472142e-08,8.130006068661047e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.966113848765033e-15,0.0,1.681819472097618e-15,3.611586962426553e-14
429,learn,4.768371586472142e-08,8.13000606865738e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.9715129195828934e-15,0.0,2.132232804278044e-15,3.021093294260322e-14
430,learn,4.768371586472142e-08,8.130006068656101e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.97691313716796e-15,0.0,2.2284455848071505e-15,2.859050460522035e-14
431,learn,4.768371586472142e-08,8.130006068655682e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.9823144977913696e-15,0.0,1.7539716753067897e-15,2.8485447841520153e-14
432,learn,4.768371586472142e-08,8.130006068651637e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.98771699773962e-15,0.0,1.7451119628598897e-15,2.7372260889303757e-14
433,learn,4.768371586472142e-08,8.13000606865072e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.992736910824815e-15,0.0,1.8587278886916092e-15,3.3488034772601925e-14
434,learn,4.768371586472142e-08,8.130006068653469e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,4.997757953505535e-15,0.0,1.919766772371823e-15,3.8252730198867115e-14
435,learn,4.768371586472142e-08,8.130006068652112e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0027801223806225e-15,0.0,2.2581517993128654e-15,3.983192426233914e-14
436,learn,4.768371586472142e-08,8.130006068653131e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.007803414061804e-15,0.0,2.0564779776316934e-15,4.7105097563261176e-14
437,learn,4.768371586472142e-08,8.130006068658033e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.012827825173628e-15,0.0,2.420564428861521e-15,5.181587663157521e-14
438,learn,4.768371586472142e-08,8.130006068656971e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0174491303628615e-15,0.0,2.4626065052472403e-15,4.949031801565351e-14
439,learn,4.768371586472142e-08,8.130006068653613e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.022071525969989e-15,0.0,2.718560772234371e-15,4.347061334644829e-14
440,learn,4.768371586472142e-08,8.130006068651649e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.026695008986866e-15,0.0,3.0527917604939844e-15,4.145078138085205e-14
441,learn,4.768371586472142e-08,8.13000606865066e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.031319576415698e-15,0.0,3.175974986082859e-15,4.486224801611168e-14
442,learn,4.768371586472142e-08,8.130006068658515e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0359452252689986e-15,0.0,2.8659079624352014e-15,5.1560749748968854e-14
443,learn,4.768371586472142e-08,8.130006068659795e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.040148854614796e-15,0.0,2.920614527151973e-15,5.2379471247835554e-14
444,learn,4.768371586472142e-08,8.130006068661673e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.044353504857424e-15,0.0,2.873791201865715e-15,5.6195581324862435e-14
445,learn,4.768371586472142e-08,8.130006068662839e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.048559173446148e-15,0.0,2.4918510807420083e-15,6.099273729156508e-14
446,learn,4.768371586472142e-08,8.130006068661375e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0527658578381056e-15,0.0,2.444342245289427e-15,5.800643529760482e-14
447,learn,4.768371586472142e-08,8.130006068662118e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0569735554982855e-15,0.0,2.4524513504357857e-15,5.768129819466778e-14
448,learn,4.768371586472142e-08,8.130006068654412e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.061047070014996e-15,0.0,2.490240076139499e-15,4.8871128030267775e-14
449,learn,4.768371586472142e-08,8.130006068656382e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.065121566321169e-15,0.0,2.2354503846519135e-15,4.842179739219982e-14
450,learn,4.768371586472142e-08,8.130006068653853e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.069197042049392e-15,0.0,2.224168778081023e-15,4.133857305888628e-14
451,learn,4.768371586472142e-08,8.130006068654961e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.073273494839288e-15,0.0,1.7513496408480322e-15,4.5080406161630624e-14
452,learn,4.768371586472142e-08,8.130006068660338e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.077350922337497e-15,0.0,1.2784670493156113e-15,4.743718907536652e-14
453,learn,4.768371586472142e-08,8.13000606865917e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.081429322197649e-15,0.0,1.055918569811045e-15,4.8893062922588913e-14
454,learn,4.768371586472142e-08,8.130006068657841e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0853648741659715e-15,0.0,1.3868227828887382e-15,4.7151479633634724e-14
455,learn,4.768371586472142e-08,8.130006068655161e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0893013739998615e-15,0.0,1.4400533206769576e-15,4.2647992257212076e-14
456,learn,4.768371586472142e-08,8.130006068655856e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.092886177062418e-15,0.0,1.943782847145023e-15,4.898411998624876e-14
457,learn,4.768371586472142e-08,8.130006068660392e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.0964718537615525e-15,0.0,1.7302442538355434e-15,5.196585744670866e-14
458,learn,4.768371586472142e-08,8.130006068661254e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.100058402254593e-15,0.0,1.8028950315703916e-15,5.390407510518182e-14
459,learn,4.768371586472142e-08,8.13000606866624e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1034946519302476e-15,0.0,2.089373799862255e-15,6.12556450465542e-14
460,learn,4.768371586472142e-08,8.130006068666421e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.106931732164238e-15,0.0,2.292225369307561e-15,6.520868984982916e-14
461,learn,4.768371586472142e-08,8.130006068664078e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.110369641280737e-15,0.0,2.53218094012012e-15,6.480326728609728e-14
462,learn,4.768371586472142e-08,8.130006068668454e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1138083776080235e-15,0.0,2.8060178493697686e-15,7.06044987300219e-14
463,learn,4.768371586472142e-08,8.130006068671331e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.117247939478466e-15,0.0,2.9301737548957936e-15,7.245169531699103e-14
464,learn,4.768371586472142e-08,8.130006068669627e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.120688325228514e-15,0.0,2.7965103049151944e-15,6.793412465960104e-14
465,learn,4.768371586472142e-08,8.130006068670332e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1241295331986905e-15,0.0,2.5822971737466368e-15,7.17969066866694e-14
466,learn,4.768371586472142e-08,8.130006068671195e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.127180000485891e-15,0.0,2.916518984582224e-15,6.739407779851902e-14
467,learn,4.768371586472142e-08,8.130006068670583e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.130231195771523e-15,0.0,3.0738808416676354e-15,6.90562793260222e-14
468,learn,4.768371586472142e-08,8.130006068668987e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.13328311775743e-15,0.0,2.9378161984700508e-15,6.928480367474711e-14
469,learn,4.768371586472142e-08,8.13000606867331e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.136335765148235e-15,0.0,2.5285554131676625e-15,7.369711468950762e-14
470,learn,4.768371586472142e-08,8.13000606867554e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.13938913665133e-15,0.0,2.915113123824173e-15,7.460483487841556e-14
