epoch,mse
0,0.380439
1,0.026833
2,0.004640
3,0.002700
4,0.002217
5,0.001946
6,0.001725
7,0.001529
8,0.001356
9,0.001205
10,0.001075
11,0.000965
12,0.000874
13,0.000800
14,0.000741
15,0.000693
16,0.000655
17,0.000625
18,0.000601
19,0.000582
20,0.000566
21,0.000552
22,0.000541
23,0.000532
24,0.000523
25,0.000516
