epoch,mse
0,0.273252
1,0.033390
2,0.025296
3,0.021469
4,0.018730
5,0.016462
6,0.015328
7,0.014833
8,0.014679
9,0.014767
10,0.015009
11,0.015264
12,0.015473
13,0.015577
14,0.015846
15,0.016181
16,0.016537
17,0.016870
18,0.016939
19,0.016659
20,0.016792
21,0.016993
22,0.017214
23,0.017384
24,0.017554
25,0.017752
