epoch,mse
0,0.217946
1,0.009447
2,0.002775
3,0.001759
4,0.001405
5,0.001209
6,0.001071
7,0.000967
8,0.000888
9,0.000828
10,0.000784
11,0.000752
12,0.000727
13,0.000709
14,0.000695
15,0.000684
16,0.000674
17,0.000667
18,0.000660
19,0.000654
20,0.000648
21,0.000643
22,0.000639
23,0.000634
24,0.000630
25,0.000626
