epoch,mse
0,0.248934
1,0.081203
2,0.035619
3,0.021095
4,0.015940
5,0.013110
6,0.011585
7,0.010642
8,0.010010
9,0.009706
10,0.009718
11,0.009841
12,0.010304
13,0.009980
14,0.009834
15,0.009802
16,0.009857
17,0.009929
18,0.010037
19,0.010153
20,0.010227
21,0.010267
22,0.010277
23,0.010298
24,0.010307
25,0.010317
